,Actual Total Load [MW] - Sweden (SE),Actual Total Load [MW] - Denmark (DK),Actual Total Load [MW] - Norway (NO)
2017-10-26 03:00:00+00:00,13067,2922,13498
2017-10-26 04:00:00+00:00,13218,2934,13585
2017-10-26 05:00:00+00:00,14017,3199,14148
2017-10-26 06:00:00+00:00,16127,3906,15452
2017-10-26 07:00:00+00:00,17764,4647,17091
2017-10-26 08:00:00+00:00,17796,4833,17348
2017-10-26 09:00:00+00:00,17583,4832,17029
2017-10-26 10:00:00+00:00,17547,4825,16518
2017-10-26 11:00:00+00:00,17277,4732,16278
2017-10-26 12:00:00+00:00,17165,4601,15993
2017-10-26 13:00:00+00:00,17127,4580,15837
2017-10-26 14:00:00+00:00,16910,4525,15909
2017-10-26 15:00:00+00:00,16911,4372,15941
2017-10-26 16:00:00+00:00,17005,4405,15998
2017-10-26 17:00:00+00:00,17502,4735,16135
2017-10-26 18:00:00+00:00,17845,4866,16458
2017-10-26 19:00:00+00:00,17431,4573,16336
2017-10-26 20:00:00+00:00,16736,4281,16162
2017-10-26 21:00:00+00:00,16004,3977,15748
2017-10-26 22:00:00+00:00,14985,3625,15102
2017-10-26 23:00:00+00:00,14118,3274,14342
2017-10-27 00:00:00+00:00,13163,3015,13850
2017-10-27 01:00:00+00:00,13209,2890,13691
2017-10-27 02:00:00+00:00,12910,2847,13545
2017-10-27 03:00:00+00:00,12989,2871,13600
2017-10-27 04:00:00+00:00,13126,2968,13565
2017-10-27 05:00:00+00:00,13992,3266,14072
2017-10-27 06:00:00+00:00,15970,3916,15433
2017-10-27 07:00:00+00:00,17623,4647,17039
2017-10-27 08:00:00+00:00,17861,4825,17360
2017-10-27 09:00:00+00:00,18013,4757,17231
2017-10-27 10:00:00+00:00,17998,4737,17029
2017-10-27 11:00:00+00:00,17678,4684,16858
2017-10-27 12:00:00+00:00,17295,4527,16436
2017-10-27 13:00:00+00:00,16770,4406,16269
2017-10-27 14:00:00+00:00,16417,4314,15930
2017-10-27 15:00:00+00:00,16491,4184,16002
2017-10-27 16:00:00+00:00,16677,4252,16063
2017-10-27 17:00:00+00:00,17137,4558,16265
2017-10-27 18:00:00+00:00,17309,4618,16269
2017-10-27 19:00:00+00:00,16368,4319,15837
2017-10-27 20:00:00+00:00,15387,4001,15398
2017-10-27 21:00:00+00:00,14801,3713,15141
2017-10-27 22:00:00+00:00,14239,3436,14583
2017-10-27 23:00:00+00:00,13423,3214,13955
2017-10-28 00:00:00+00:00,12472,3001,13593
2017-10-28 01:00:00+00:00,12805,2836,13385
2017-10-28 02:00:00+00:00,12443,2765,13125
2017-10-28 03:00:00+00:00,12406,2759,12979
2017-10-28 04:00:00+00:00,12464,2751,12985
2017-10-28 05:00:00+00:00,12691,2796,13172
2017-10-28 06:00:00+00:00,13351,3035,13465
2017-10-28 07:00:00+00:00,14100,3363,14009
2017-10-28 08:00:00+00:00,14362,3656,14518
2017-10-28 09:00:00+00:00,14837,3852,15168
2017-10-28 10:00:00+00:00,15219,4006,15458
2017-10-28 11:00:00+00:00,15216,3967,15347
2017-10-28 12:00:00+00:00,14947,3851,15144
2017-10-28 13:00:00+00:00,14728,3784,14841
2017-10-28 14:00:00+00:00,14585,3710,14881
2017-10-28 15:00:00+00:00,14670,3694,14916
2017-10-28 16:00:00+00:00,14901,3812,15182
2017-10-28 17:00:00+00:00,15808,4153,15583
2017-10-28 18:00:00+00:00,16166,4320,15818
2017-10-28 19:00:00+00:00,15630,4013,15533
2017-10-28 20:00:00+00:00,15131,3784,15110
2017-10-28 21:00:00+00:00,14802,3582,14726
2017-10-28 22:00:00+00:00,14392,3360,14539
2017-10-28 23:00:00+00:00,13839,3108,14123
2017-10-29 00:00:00+00:00,12780,2958,13904
2017-10-29 01:00:00+00:00,12893,2743,13565
2017-10-29 02:00:00+00:00,12663,2696,26275
2017-10-29 03:00:00+00:00,12398,2648,26275
2017-10-29 04:00:00+00:00,12536,2647,13411
2017-10-29 05:00:00+00:00,13041,2694,13515
2017-10-29 06:00:00+00:00,13338,2789,13574
2017-10-29 07:00:00+00:00,13880,3001,14087
2017-10-29 08:00:00+00:00,14273,3266,14382
2017-10-29 09:00:00+00:00,14974,3631,14850
2017-10-29 10:00:00+00:00,15546,3724,15206
2017-10-29 11:00:00+00:00,15636,3724,15347
2017-10-29 12:00:00+00:00,15607,3732,15308
2017-10-29 13:00:00+00:00,15571,3686,15151
2017-10-29 14:00:00+00:00,15591,3608,15120
2017-10-29 15:00:00+00:00,15573,3610,15234
2017-10-29 16:00:00+00:00,15708,3609,15418
2017-10-29 17:00:00+00:00,16500,3902,15831
2017-10-29 18:00:00+00:00,17474,4561,16282
2017-10-29 19:00:00+00:00,17260,4442,16372
2017-10-29 20:00:00+00:00,17024,4148,16298
2017-10-29 21:00:00+00:00,16303,3878,16157
2017-10-29 22:00:00+00:00,15931,3639,15849
2017-10-29 23:00:00+00:00,15315,3365,15381
2017-10-30 00:00:00+00:00,14676,3076,14922
2017-10-30 01:00:00+00:00,13958,2918,14529
2017-10-30 02:00:00+00:00,14601,2853,14305
2017-10-30 03:00:00+00:00,14456,2860,14230
2017-10-30 04:00:00+00:00,14601,2889,14346
2017-10-30 05:00:00+00:00,14747,3037,14459
2017-10-30 06:00:00+00:00,15568,3255,15190
2017-10-30 07:00:00+00:00,17616,3949,16768
2017-10-30 08:00:00+00:00,18877,4529,18065
2017-10-30 09:00:00+00:00,19060,4725,18334
2017-10-30 10:00:00+00:00,18779,4758,18162
2017-10-30 11:00:00+00:00,18796,4721,17828
2017-10-30 12:00:00+00:00,18554,4660,17652
2017-10-30 13:00:00+00:00,18174,4567,17633
2017-10-30 14:00:00+00:00,18074,4624,17733
2017-10-30 15:00:00+00:00,18274,4621,17602
2017-10-30 16:00:00+00:00,18666,4530,17804
2017-10-30 17:00:00+00:00,19277,4631,18132
2017-10-30 18:00:00+00:00,19888,5189,18391
2017-10-30 19:00:00+00:00,19600,4955,18316
2017-10-30 20:00:00+00:00,19073,4611,18104
2017-10-30 21:00:00+00:00,18520,4314,17838
2017-10-30 22:00:00+00:00,17806,4011,17495
2017-10-30 23:00:00+00:00,16840,3622,16642
2017-10-31 00:00:00+00:00,16011,3305,15644
2017-10-31 01:00:00+00:00,15265,3110,15194
2017-10-31 02:00:00+00:00,15336,3016,14856
2017-10-31 03:00:00+00:00,15173,2975,14624
2017-10-31 04:00:00+00:00,15330,3008,14542
2017-10-31 05:00:00+00:00,15235,3097,14639
2017-10-31 06:00:00+00:00,15876,3380,15177
2017-10-31 07:00:00+00:00,17766,4066,16487
2017-10-31 08:00:00+00:00,19106,4628,17940
2017-10-31 09:00:00+00:00,19177,4780,18095
2017-10-31 10:00:00+00:00,19055,4774,17993
2017-10-31 11:00:00+00:00,18948,4805,17742
2017-10-31 12:00:00+00:00,18791,4769,17337
2017-10-31 13:00:00+00:00,18282,4676,17035
2017-10-31 14:00:00+00:00,18296,4674,16705
2017-10-31 15:00:00+00:00,18218,4625,16882
2017-10-31 16:00:00+00:00,18304,4522,17197
2017-10-31 17:00:00+00:00,18783,4676,17526
2017-10-31 18:00:00+00:00,19212,5138,17727
2017-10-31 19:00:00+00:00,18610,4914,17166
2017-10-31 20:00:00+00:00,17953,4573,17036
2017-10-31 21:00:00+00:00,17381,4275,16947
2017-10-31 22:00:00+00:00,16516,3996,16575
2017-10-31 23:00:00+00:00,15291,3617,15840
2017-11-01 00:00:00+00:00,14270,3299,15040
2017-11-01 01:00:00+00:00,13597,3036,14463
2017-11-01 02:00:00+00:00,13707,2940,14098
2017-11-01 03:00:00+00:00,13563,2897,13791
2017-11-01 04:00:00+00:00,13795,2927,13750
2017-11-01 05:00:00+00:00,14056,2998,13930
2017-11-01 06:00:00+00:00,14860,3252,14474
2017-11-01 07:00:00+00:00,16649,3966,15832
2017-11-01 08:00:00+00:00,17705,4565,17298
2017-11-01 09:00:00+00:00,17879,4715,17408
2017-11-01 10:00:00+00:00,17944,4766,17126
2017-11-01 11:00:00+00:00,18132,4812,17055
2017-11-01 12:00:00+00:00,18175,4805,16877
2017-11-01 13:00:00+00:00,18011,4717,16603
2017-11-01 14:00:00+00:00,17730,4690,16699
2017-11-01 15:00:00+00:00,17582,4660,16656
2017-11-01 16:00:00+00:00,17731,4551,16730
2017-11-01 17:00:00+00:00,18226,4712,17046
2017-11-01 18:00:00+00:00,18623,5110,17159
2017-11-01 19:00:00+00:00,18210,4916,16881
2017-11-01 20:00:00+00:00,17700,4547,16773
2017-11-01 21:00:00+00:00,16920,4238,16415
2017-11-01 22:00:00+00:00,15842,3958,16019
2017-11-01 23:00:00+00:00,14771,3620,15104
2017-11-02 00:00:00+00:00,14029,3293,14331
2017-11-02 01:00:00+00:00,13497,3120,13709
2017-11-02 02:00:00+00:00,13296,3037,13300
2017-11-02 03:00:00+00:00,13254,2997,13365
2017-11-02 04:00:00+00:00,13222,3033,13582
2017-11-02 05:00:00+00:00,13270,3111,13696
2017-11-02 06:00:00+00:00,14213,3311,14186
2017-11-02 07:00:00+00:00,15797,3951,15554
2017-11-02 08:00:00+00:00,16926,4493,16901
2017-11-02 09:00:00+00:00,16895,4655,17014
2017-11-02 10:00:00+00:00,17064,4635,16879
2017-11-02 11:00:00+00:00,17193,4651,16597
2017-11-02 12:00:00+00:00,17154,4665,16386
2017-11-02 13:00:00+00:00,17385,4586,16082
2017-11-02 14:00:00+00:00,17326,4593,16196
2017-11-02 15:00:00+00:00,17291,4516,16395
2017-11-02 16:00:00+00:00,17558,4440,16589
2017-11-02 17:00:00+00:00,18037,4558,17098
2017-11-02 18:00:00+00:00,18228,5051,17176
2017-11-02 19:00:00+00:00,18191,4845,17220
2017-11-02 20:00:00+00:00,17899,4538,17106
2017-11-02 21:00:00+00:00,17530,4267,16888
2017-11-02 22:00:00+00:00,16735,3973,16630
2017-11-02 23:00:00+00:00,15905,3549,16066
2017-11-03 00:00:00+00:00,15279,3246,15362
2017-11-03 01:00:00+00:00,14261,3023,14899
2017-11-03 02:00:00+00:00,14256,2943,14530
2017-11-03 03:00:00+00:00,14334,2903,14440
2017-11-03 04:00:00+00:00,14472,2935,14538
2017-11-03 05:00:00+00:00,14408,3012,14544
2017-11-03 06:00:00+00:00,15250,3272,14959
2017-11-03 07:00:00+00:00,16962,3930,16219
2017-11-03 08:00:00+00:00,18282,4515,17741
2017-11-03 09:00:00+00:00,18334,4670,17916
2017-11-03 10:00:00+00:00,18137,4663,17782
2017-11-03 11:00:00+00:00,18119,4728,17637
2017-11-03 12:00:00+00:00,17857,4697,17235
2017-11-03 13:00:00+00:00,17529,4558,16971
2017-11-03 14:00:00+00:00,17084,4443,16729
2017-11-03 15:00:00+00:00,17017,4290,16594
2017-11-03 16:00:00+00:00,17341,4217,16837
2017-11-03 17:00:00+00:00,17714,4399,17078
2017-11-03 18:00:00+00:00,17884,4824,17347
2017-11-03 19:00:00+00:00,17422,4619,17211
2017-11-03 20:00:00+00:00,16790,4267,16835
2017-11-03 21:00:00+00:00,15928,3937,16321
2017-11-03 22:00:00+00:00,15080,3711,15832
2017-11-03 23:00:00+00:00,14226,3424,15324
2017-11-04 00:00:00+00:00,13737,3163,14807
2017-11-04 01:00:00+00:00,13317,2930,14250
2017-11-04 02:00:00+00:00,13200,2765,14038
2017-11-04 03:00:00+00:00,13118,2694,13804
2017-11-04 04:00:00+00:00,13036,2753,13848
2017-11-04 05:00:00+00:00,13180,2685,13728
2017-11-04 06:00:00+00:00,13361,2765,13898
2017-11-04 07:00:00+00:00,13968,2988,14299
2017-11-04 08:00:00+00:00,14374,3298,14744
2017-11-04 09:00:00+00:00,14783,3608,15262
2017-11-04 10:00:00+00:00,15320,3879,15966
2017-11-04 11:00:00+00:00,15617,3921,16176
2017-11-04 12:00:00+00:00,15621,3893,16083
2017-11-04 13:00:00+00:00,15561,3896,15810
2017-11-04 14:00:00+00:00,15375,3842,15683
2017-11-04 15:00:00+00:00,15328,3755,15715
2017-11-04 16:00:00+00:00,15506,3772,15850
2017-11-04 17:00:00+00:00,16088,3978,16396
2017-11-04 18:00:00+00:00,16336,4453,16577
2017-11-04 19:00:00+00:00,16029,4305,16392
2017-11-04 20:00:00+00:00,15732,3942,16114
2017-11-04 21:00:00+00:00,14960,3657,15498
2017-11-04 22:00:00+00:00,14540,3437,15091
2017-11-04 23:00:00+00:00,13915,3200,14727
2017-11-05 00:00:00+00:00,13506,3031,14293
2017-11-05 01:00:00+00:00,13126,2866,13938
2017-11-05 02:00:00+00:00,12969,2743,13515
2017-11-05 03:00:00+00:00,12842,2679,13382
2017-11-05 04:00:00+00:00,12742,2619,13277
2017-11-05 05:00:00+00:00,12815,2660,13166
2017-11-05 06:00:00+00:00,12865,2699,13213
2017-11-05 07:00:00+00:00,13380,2850,13415
2017-11-05 08:00:00+00:00,13596,3104,13712
2017-11-05 09:00:00+00:00,13883,3469,14231
2017-11-05 10:00:00+00:00,14728,3629,14892
2017-11-05 11:00:00+00:00,15278,3739,15215
2017-11-05 12:00:00+00:00,15586,3780,15435
2017-11-05 13:00:00+00:00,15724,3777,15437
2017-11-05 14:00:00+00:00,15695,3775,15465
2017-11-05 15:00:00+00:00,15729,3772,15529
2017-11-05 16:00:00+00:00,16071,3793,15750
2017-11-05 17:00:00+00:00,16817,4033,16020
2017-11-05 18:00:00+00:00,16971,4579,16129
2017-11-05 19:00:00+00:00,16758,4442,16124
2017-11-05 20:00:00+00:00,16299,4127,15985
2017-11-05 21:00:00+00:00,15738,3842,15946
2017-11-05 22:00:00+00:00,15161,3580,15874
2017-11-05 23:00:00+00:00,14293,3293,15273
2017-11-06 00:00:00+00:00,13533,3058,14627
2017-11-06 01:00:00+00:00,12873,2906,14288
2017-11-06 02:00:00+00:00,12877,2816,13907
2017-11-06 03:00:00+00:00,12950,2794,13669
2017-11-06 04:00:00+00:00,12989,2803,13771
2017-11-06 05:00:00+00:00,13210,2908,14056
2017-11-06 06:00:00+00:00,14080,3210,14653
2017-11-06 07:00:00+00:00,15984,3936,16176
2017-11-06 08:00:00+00:00,17633,4633,17821
2017-11-06 09:00:00+00:00,18049,4792,18252
2017-11-06 10:00:00+00:00,17899,4700,17939
2017-11-06 11:00:00+00:00,18131,4690,17655
2017-11-06 12:00:00+00:00,18014,4646,17344
2017-11-06 13:00:00+00:00,17913,4534,17263
2017-11-06 14:00:00+00:00,17851,4542,17166
2017-11-06 15:00:00+00:00,17690,4511,17111
2017-11-06 16:00:00+00:00,17973,4416,17348
2017-11-06 17:00:00+00:00,18534,4615,17947
2017-11-06 18:00:00+00:00,19038,5186,18152
2017-11-06 19:00:00+00:00,18732,5000,18214
2017-11-06 20:00:00+00:00,18511,4662,18077
2017-11-06 21:00:00+00:00,17892,4334,17777
2017-11-06 22:00:00+00:00,17290,4017,17279
2017-11-06 23:00:00+00:00,16110,3684,16599
2017-11-07 00:00:00+00:00,14912,3356,15798
2017-11-07 01:00:00+00:00,14387,3175,15336
2017-11-07 02:00:00+00:00,13975,3072,14915
2017-11-07 03:00:00+00:00,14040,3051,14734
2017-11-07 04:00:00+00:00,14136,3065,14738
2017-11-07 05:00:00+00:00,14549,3151,14874
2017-11-07 06:00:00+00:00,16040,3425,15464
2017-11-07 07:00:00+00:00,18090,4169,16916
