"Time (CET)","Day-ahead Total Load Forecast [MW] - Norway (NO)","Actual Total Load [MW] - Norway (NO)"
"02.10.2018 00:00 - 02.10.2018 01:00","13772","13773"
"02.10.2018 01:00 - 02.10.2018 02:00","13586","13585"
"02.10.2018 02:00 - 02.10.2018 03:00","13432","13432"
"02.10.2018 03:00 - 02.10.2018 04:00","13493","13493"
"02.10.2018 04:00 - 02.10.2018 05:00","13534","13534"
"02.10.2018 05:00 - 02.10.2018 06:00","13896","13896"
"02.10.2018 06:00 - 02.10.2018 07:00","15084","15085"
"02.10.2018 07:00 - 02.10.2018 08:00","16331","16332"
"02.10.2018 08:00 - 02.10.2018 09:00","16044","16804"
"02.10.2018 09:00 - 02.10.2018 10:00","15635","16499"
"02.10.2018 10:00 - 02.10.2018 11:00","15378","16398"
"02.10.2018 11:00 - 02.10.2018 12:00","15365","16412"
"02.10.2018 12:00 - 02.10.2018 13:00","15031","16130"
"02.10.2018 13:00 - 02.10.2018 14:00","15112","16163"
"02.10.2018 14:00 - 02.10.2018 15:00","15085","16192"
"02.10.2018 15:00 - 02.10.2018 16:00","15089","16133"
"02.10.2018 16:00 - 02.10.2018 17:00","15104","16204"
"02.10.2018 17:00 - 02.10.2018 18:00","15313","16540"
"02.10.2018 18:00 - 02.10.2018 19:00","15117","16399"
"02.10.2018 19:00 - 02.10.2018 20:00","15215","16241"
"02.10.2018 20:00 - 02.10.2018 21:00","14966","16285"
"02.10.2018 21:00 - 02.10.2018 22:00","15685","15878"
"02.10.2018 22:00 - 02.10.2018 23:00","15164","15210"
"02.10.2018 23:00 - 03.10.2018 00:00","14752","14529"
"03.10.2018 00:00 - 03.10.2018 01:00","14013","14011"
"03.10.2018 01:00 - 03.10.2018 02:00","13775","13775"
"03.10.2018 02:00 - 03.10.2018 03:00","13652","13653"
"03.10.2018 03:00 - 03.10.2018 04:00","13630","13625"
"03.10.2018 04:00 - 03.10.2018 05:00","13836","13834"
"03.10.2018 05:00 - 03.10.2018 06:00","14368","14366"
"03.10.2018 06:00 - 03.10.2018 07:00","15528","15707"
"03.10.2018 07:00 - 03.10.2018 08:00","15529","17011"
"03.10.2018 08:00 - 03.10.2018 09:00","15858","17217"
"03.10.2018 09:00 - 03.10.2018 10:00","15551","17004"
"03.10.2018 10:00 - 03.10.2018 11:00","15172","16819"
"03.10.2018 11:00 - 03.10.2018 12:00","15212","16451"
"03.10.2018 12:00 - 03.10.2018 13:00","15045","16178"
"03.10.2018 13:00 - 03.10.2018 14:00","14826","15914"
"03.10.2018 14:00 - 03.10.2018 15:00","14575","15637"
"03.10.2018 15:00 - 03.10.2018 16:00","15335","15461"
"03.10.2018 16:00 - 03.10.2018 17:00","15489","15486"
"03.10.2018 17:00 - 03.10.2018 18:00","15745","15739"
"03.10.2018 18:00 - 03.10.2018 19:00","15813","15806"
"03.10.2018 19:00 - 03.10.2018 20:00","16325","16351"
"03.10.2018 20:00 - 03.10.2018 21:00","16071","16078"
"03.10.2018 21:00 - 03.10.2018 22:00","15742","15741"
"03.10.2018 22:00 - 03.10.2018 23:00","15184","15189"
"03.10.2018 23:00 - 04.10.2018 00:00","14233","14591"
"04.10.2018 00:00 - 04.10.2018 01:00","14142","14140"
"04.10.2018 01:00 - 04.10.2018 02:00","13874","13870"
"04.10.2018 02:00 - 04.10.2018 03:00","13763","13755"
"04.10.2018 03:00 - 04.10.2018 04:00","13815","13808"
"04.10.2018 04:00 - 04.10.2018 05:00","14140","14132"
"04.10.2018 05:00 - 04.10.2018 06:00","14542","14550"
"04.10.2018 06:00 - 04.10.2018 07:00","15713","15826"
"04.10.2018 07:00 - 04.10.2018 08:00","16862","16981"
"04.10.2018 08:00 - 04.10.2018 09:00","17361","17359"
"04.10.2018 09:00 - 04.10.2018 10:00","17393","17400"
"04.10.2018 10:00 - 04.10.2018 11:00","17103","17114"
"04.10.2018 11:00 - 04.10.2018 12:00","16848","16856"
"04.10.2018 12:00 - 04.10.2018 13:00","16809","16805"
"04.10.2018 13:00 - 04.10.2018 14:00","16559","16558"
"04.10.2018 14:00 - 04.10.2018 15:00","16421","16426"
"04.10.2018 15:00 - 04.10.2018 16:00","16252","16257"
"04.10.2018 16:00 - 04.10.2018 17:00","16331","16332"
"04.10.2018 17:00 - 04.10.2018 18:00","16224","16230"
"04.10.2018 18:00 - 04.10.2018 19:00","16083","16082"
"04.10.2018 19:00 - 04.10.2018 20:00","16274","16276"
"04.10.2018 20:00 - 04.10.2018 21:00","15969","15976"
"04.10.2018 21:00 - 04.10.2018 22:00","15632","15632"
"04.10.2018 22:00 - 04.10.2018 23:00","14955","14950"
"04.10.2018 23:00 - 05.10.2018 00:00","13802","14117"
"05.10.2018 00:00 - 05.10.2018 01:00","13470","13469"
"05.10.2018 01:00 - 05.10.2018 02:00","13154","13154"
"05.10.2018 02:00 - 05.10.2018 03:00","13175","13175"
"05.10.2018 03:00 - 05.10.2018 04:00","12919","12918"
"05.10.2018 04:00 - 05.10.2018 05:00","13044","13044"
"05.10.2018 05:00 - 05.10.2018 06:00","13460","13440"
"05.10.2018 06:00 - 05.10.2018 07:00","14766","14766"
"05.10.2018 07:00 - 05.10.2018 08:00","16005","16005"
"05.10.2018 08:00 - 05.10.2018 09:00","16267","16267"
"05.10.2018 09:00 - 05.10.2018 10:00","16306","16306"
"05.10.2018 10:00 - 05.10.2018 11:00","16030","16030"
"05.10.2018 11:00 - 05.10.2018 12:00","15871","15871"
"05.10.2018 12:00 - 05.10.2018 13:00","15867","15867"
"05.10.2018 13:00 - 05.10.2018 14:00","15613","15613"
"05.10.2018 14:00 - 05.10.2018 15:00","15095","15095"
"05.10.2018 15:00 - 05.10.2018 16:00","14982","14982"
"05.10.2018 16:00 - 05.10.2018 17:00","15218","15218"
"05.10.2018 17:00 - 05.10.2018 18:00","15185","15186"
"05.10.2018 18:00 - 05.10.2018 19:00","15305","15305"
"05.10.2018 19:00 - 05.10.2018 20:00","15545","15545"
"05.10.2018 20:00 - 05.10.2018 21:00","15159","15158"
"05.10.2018 21:00 - 05.10.2018 22:00","15002","15002"
"05.10.2018 22:00 - 05.10.2018 23:00","14548","14548"
"05.10.2018 23:00 - 06.10.2018 00:00","14003","14040"
"06.10.2018 00:00 - 06.10.2018 01:00","13574","13573"
"06.10.2018 01:00 - 06.10.2018 02:00","13217","13216"
"06.10.2018 02:00 - 06.10.2018 03:00","13158","13158"
"06.10.2018 03:00 - 06.10.2018 04:00","13114","13089"
"06.10.2018 04:00 - 06.10.2018 05:00","13248","13248"
"06.10.2018 05:00 - 06.10.2018 06:00","13368","13368"
"06.10.2018 06:00 - 06.10.2018 07:00","13710","13710"
"06.10.2018 07:00 - 06.10.2018 08:00","14169","14169"
"06.10.2018 08:00 - 06.10.2018 09:00","14631","14630"
"06.10.2018 09:00 - 06.10.2018 10:00","15227","15227"
"06.10.2018 10:00 - 06.10.2018 11:00","15603","15603"
"06.10.2018 11:00 - 06.10.2018 12:00","15475","15475"
"06.10.2018 12:00 - 06.10.2018 13:00","15170","15170"
"06.10.2018 13:00 - 06.10.2018 14:00","15005","15005"
"06.10.2018 14:00 - 06.10.2018 15:00","14884","14883"
"06.10.2018 15:00 - 06.10.2018 16:00","14986","14986"
"06.10.2018 16:00 - 06.10.2018 17:00","15083","15083"
"06.10.2018 17:00 - 06.10.2018 18:00","15298","15297"
"06.10.2018 18:00 - 06.10.2018 19:00","15355","15355"
"06.10.2018 19:00 - 06.10.2018 20:00","15550","15550"
"06.10.2018 20:00 - 06.10.2018 21:00","15191","15190"
"06.10.2018 21:00 - 06.10.2018 22:00","14793","14793"
"06.10.2018 22:00 - 06.10.2018 23:00","14359","14360"
"06.10.2018 23:00 - 07.10.2018 00:00","14085","14052"
"07.10.2018 00:00 - 07.10.2018 01:00","13792","13792"
"07.10.2018 01:00 - 07.10.2018 02:00","13573","13573"
"07.10.2018 02:00 - 07.10.2018 03:00","13407","13407"
"07.10.2018 03:00 - 07.10.2018 04:00","13406","13406"
"07.10.2018 04:00 - 07.10.2018 05:00","13528","13527"
"07.10.2018 05:00 - 07.10.2018 06:00","13723","13724"
"07.10.2018 06:00 - 07.10.2018 07:00","13978","13978"
"07.10.2018 07:00 - 07.10.2018 08:00","14371","14371"
"07.10.2018 08:00 - 07.10.2018 09:00","14895","14894"
"07.10.2018 09:00 - 07.10.2018 10:00","15204","15204"
"07.10.2018 10:00 - 07.10.2018 11:00","15296","15295"
"07.10.2018 11:00 - 07.10.2018 12:00","15144","15145"
"07.10.2018 12:00 - 07.10.2018 13:00","14877","14877"
"07.10.2018 13:00 - 07.10.2018 14:00","14604","14604"
"07.10.2018 14:00 - 07.10.2018 15:00","14576","14576"
"07.10.2018 15:00 - 07.10.2018 16:00","14684","14685"
"07.10.2018 16:00 - 07.10.2018 17:00","14681","14682"
"07.10.2018 17:00 - 07.10.2018 18:00","14813","14813"
"07.10.2018 18:00 - 07.10.2018 19:00","15277","15277"
"07.10.2018 19:00 - 07.10.2018 20:00","15653","15652"
"07.10.2018 20:00 - 07.10.2018 21:00","15535","15534"
"07.10.2018 21:00 - 07.10.2018 22:00","15171","15171"
"07.10.2018 22:00 - 07.10.2018 23:00","14809","14810"
"07.10.2018 23:00 - 08.10.2018 00:00","14120","14187"
"08.10.2018 00:00 - 08.10.2018 01:00","13796","13796"
"08.10.2018 01:00 - 08.10.2018 02:00","13522","13522"
"08.10.2018 02:00 - 08.10.2018 03:00","13375","13375"
"08.10.2018 03:00 - 08.10.2018 04:00","13270","13270"
"08.10.2018 04:00 - 08.10.2018 05:00","13238","13238"
"08.10.2018 05:00 - 08.10.2018 06:00","13336","13337"
"08.10.2018 06:00 - 08.10.2018 07:00","14637","14637"
"08.10.2018 07:00 - 08.10.2018 08:00","15828","15828"
"08.10.2018 08:00 - 08.10.2018 09:00","16096","16095"
"08.10.2018 09:00 - 08.10.2018 10:00","16113","16112"
"08.10.2018 10:00 - 08.10.2018 11:00","16145","16119"
"08.10.2018 11:00 - 08.10.2018 12:00","15817","15817"
"08.10.2018 12:00 - 08.10.2018 13:00","15706","15706"
"08.10.2018 13:00 - 08.10.2018 14:00","15592","15592"
"08.10.2018 14:00 - 08.10.2018 15:00","15436","15436"
"08.10.2018 15:00 - 08.10.2018 16:00","15408","15408"
"08.10.2018 16:00 - 08.10.2018 17:00","15360","15359"
"08.10.2018 17:00 - 08.10.2018 18:00","15426","15426"
"08.10.2018 18:00 - 08.10.2018 19:00","15596","15596"
"08.10.2018 19:00 - 08.10.2018 20:00","15745","15744"
"08.10.2018 20:00 - 08.10.2018 21:00","15460","15460"
"08.10.2018 21:00 - 08.10.2018 22:00","14948","14948"
"08.10.2018 22:00 - 08.10.2018 23:00","14471","14471"
"08.10.2018 23:00 - 09.10.2018 00:00","13748","13492"
"09.10.2018 00:00 - 09.10.2018 01:00","13089","13089"
"09.10.2018 01:00 - 09.10.2018 02:00","12858","12858"
"09.10.2018 02:00 - 09.10.2018 03:00","12644","12644"
"09.10.2018 03:00 - 09.10.2018 04:00","12651","12651"
"09.10.2018 04:00 - 09.10.2018 05:00","12627","12627"
"09.10.2018 05:00 - 09.10.2018 06:00","13080","13081"
"09.10.2018 06:00 - 09.10.2018 07:00","14376","14376"
"09.10.2018 07:00 - 09.10.2018 08:00","15413","15413"
"09.10.2018 08:00 - 09.10.2018 09:00","15736","15736"
"09.10.2018 09:00 - 09.10.2018 10:00","15647","15646"
"09.10.2018 10:00 - 09.10.2018 11:00","15510","15510"
"09.10.2018 11:00 - 09.10.2018 12:00","15483","15483"
"09.10.2018 12:00 - 09.10.2018 13:00","15016","15016"
"09.10.2018 13:00 - 09.10.2018 14:00","15239","15240"
"09.10.2018 14:00 - 09.10.2018 15:00","15314","15314"
"09.10.2018 15:00 - 09.10.2018 16:00","15273","15274"
"09.10.2018 16:00 - 09.10.2018 17:00","15086","15085"
"09.10.2018 17:00 - 09.10.2018 18:00","15165","15164"
"09.10.2018 18:00 - 09.10.2018 19:00","15427","15427"
"09.10.2018 19:00 - 09.10.2018 20:00","15324","15323"
"09.10.2018 20:00 - 09.10.2018 21:00","14854","14853"
"09.10.2018 21:00 - 09.10.2018 22:00","14673","14673"
"09.10.2018 22:00 - 09.10.2018 23:00","14054","14054"
"09.10.2018 23:00 - 10.10.2018 00:00","13440","13317"
"10.10.2018 00:00 - 10.10.2018 01:00","12816","12816"
"10.10.2018 01:00 - 10.10.2018 02:00","12618","12617"
"10.10.2018 02:00 - 10.10.2018 03:00","12378","12378"
"10.10.2018 03:00 - 10.10.2018 04:00","12366","12366"
"10.10.2018 04:00 - 10.10.2018 05:00","12507","12507"
"10.10.2018 05:00 - 10.10.2018 06:00","12810","12810"
"10.10.2018 06:00 - 10.10.2018 07:00","14019","14019"
"10.10.2018 07:00 - 10.10.2018 08:00","15220","15219"
"10.10.2018 08:00 - 10.10.2018 09:00","15167","15167"
"10.10.2018 09:00 - 10.10.2018 10:00","15115","15115"
"10.10.2018 10:00 - 10.10.2018 11:00","15004","15003"
"10.10.2018 11:00 - 10.10.2018 12:00","14840","14840"
"10.10.2018 12:00 - 10.10.2018 13:00","14807","14807"
"10.10.2018 13:00 - 10.10.2018 14:00","14881","14881"
"10.10.2018 14:00 - 10.10.2018 15:00","14836","14835"
"10.10.2018 15:00 - 10.10.2018 16:00","14788","14788"
"10.10.2018 16:00 - 10.10.2018 17:00","14569","14569"
"10.10.2018 17:00 - 10.10.2018 18:00","14513","14512"
"10.10.2018 18:00 - 10.10.2018 19:00","14671","14671"
"10.10.2018 19:00 - 10.10.2018 20:00","14903","14902"
"10.10.2018 20:00 - 10.10.2018 21:00","14741","14740"
"10.10.2018 21:00 - 10.10.2018 22:00","14550","14549"
"10.10.2018 22:00 - 10.10.2018 23:00","13884","13884"
"10.10.2018 23:00 - 11.10.2018 00:00","13281","13377"
"11.10.2018 00:00 - 11.10.2018 01:00","12662","12662"
"11.10.2018 01:00 - 11.10.2018 02:00","12408","12407"
"11.10.2018 02:00 - 11.10.2018 03:00","12135","12135"
"11.10.2018 03:00 - 11.10.2018 04:00","12140","12141"
"11.10.2018 04:00 - 11.10.2018 05:00","12377","12376"
"11.10.2018 05:00 - 11.10.2018 06:00","12770","12770"
"11.10.2018 06:00 - 11.10.2018 07:00","13850","13850"
"11.10.2018 07:00 - 11.10.2018 08:00","15120","15120"
"11.10.2018 08:00 - 11.10.2018 09:00","15387","15387"
"11.10.2018 09:00 - 11.10.2018 10:00","15394","15395"
"11.10.2018 10:00 - 11.10.2018 11:00","15274","15273"
"11.10.2018 11:00 - 11.10.2018 12:00","14945","14945"
"11.10.2018 12:00 - 11.10.2018 13:00","14680","14679"
"11.10.2018 13:00 - 11.10.2018 14:00","14691","14691"
"11.10.2018 14:00 - 11.10.2018 15:00","14665","14666"
"11.10.2018 15:00 - 11.10.2018 16:00","14522","14522"
"11.10.2018 16:00 - 11.10.2018 17:00","14507","14507"
"11.10.2018 17:00 - 11.10.2018 18:00","14723","14722"
"11.10.2018 18:00 - 11.10.2018 19:00","14886","14886"
"11.10.2018 19:00 - 11.10.2018 20:00","15052","15052"
"11.10.2018 20:00 - 11.10.2018 21:00","14843","14843"
"11.10.2018 21:00 - 11.10.2018 22:00","14409","14410"
"11.10.2018 22:00 - 11.10.2018 23:00","13908","13908"
"11.10.2018 23:00 - 12.10.2018 00:00","13165","13247"
"12.10.2018 00:00 - 12.10.2018 01:00","12696","12695"
"12.10.2018 01:00 - 12.10.2018 02:00","12386","12387"
"12.10.2018 02:00 - 12.10.2018 03:00","12300","12300"
"12.10.2018 03:00 - 12.10.2018 04:00","12294","12294"
"12.10.2018 04:00 - 12.10.2018 05:00","12444","12444"
"12.10.2018 05:00 - 12.10.2018 06:00","12837","12838"
"12.10.2018 06:00 - 12.10.2018 07:00","13822","13822"
"12.10.2018 07:00 - 12.10.2018 08:00","14999","14999"
"12.10.2018 08:00 - 12.10.2018 09:00","15257","15257"
"12.10.2018 09:00 - 12.10.2018 10:00","15241","15241"
"12.10.2018 10:00 - 12.10.2018 11:00","15245","15212"
"12.10.2018 11:00 - 12.10.2018 12:00","15044","15004"
"12.10.2018 12:00 - 12.10.2018 13:00","14882","14842"
"12.10.2018 13:00 - 12.10.2018 14:00","14941","14900"
"12.10.2018 14:00 - 12.10.2018 15:00","14871","14831"
"12.10.2018 15:00 - 12.10.2018 16:00","14594","14553"
"12.10.2018 16:00 - 12.10.2018 17:00","14766","14726"
"12.10.2018 17:00 - 12.10.2018 18:00","14864","14824"
"12.10.2018 18:00 - 12.10.2018 19:00","14981","14941"
"12.10.2018 19:00 - 12.10.2018 20:00","14960","14921"
"12.10.2018 20:00 - 12.10.2018 21:00","14469","14428"
"12.10.2018 21:00 - 12.10.2018 22:00","14207","14167"
"12.10.2018 22:00 - 12.10.2018 23:00","13598","13557"
"12.10.2018 23:00 - 13.10.2018 00:00","12912","12974"
"13.10.2018 00:00 - 13.10.2018 01:00","12726","12727"
"13.10.2018 01:00 - 13.10.2018 02:00","12318","12316"
"13.10.2018 02:00 - 13.10.2018 03:00","12092","12091"
"13.10.2018 03:00 - 13.10.2018 04:00","11940","11939"
"13.10.2018 04:00 - 13.10.2018 05:00","11995","11997"
"13.10.2018 05:00 - 13.10.2018 06:00","12141","12143"
"13.10.2018 06:00 - 13.10.2018 07:00","12296","12298"
"13.10.2018 07:00 - 13.10.2018 08:00","12653","12650"
"13.10.2018 08:00 - 13.10.2018 09:00","13088","13085"
"13.10.2018 09:00 - 13.10.2018 10:00","13597","13598"
"13.10.2018 10:00 - 13.10.2018 11:00","13934","13939"
"13.10.2018 11:00 - 13.10.2018 12:00","13965","13966"
"13.10.2018 12:00 - 13.10.2018 13:00","13921","13922"
"13.10.2018 13:00 - 13.10.2018 14:00","13836","13836"
"13.10.2018 14:00 - 13.10.2018 15:00","13715","13715"
"13.10.2018 15:00 - 13.10.2018 16:00","13586","13585"
"13.10.2018 16:00 - 13.10.2018 17:00","13777","13776"
"13.10.2018 17:00 - 13.10.2018 18:00","14005","14005"
"13.10.2018 18:00 - 13.10.2018 19:00","14212","14212"
"13.10.2018 19:00 - 13.10.2018 20:00","14194","14195"
"13.10.2018 20:00 - 13.10.2018 21:00","13647","13647"
"13.10.2018 21:00 - 13.10.2018 22:00","13236","13236"
"13.10.2018 22:00 - 13.10.2018 23:00","12773","12773"
"13.10.2018 23:00 - 14.10.2018 00:00","12554","12236"
"14.10.2018 00:00 - 14.10.2018 01:00","12017","12017"
"14.10.2018 01:00 - 14.10.2018 02:00","11699","11698"
"14.10.2018 02:00 - 14.10.2018 03:00","11483","11483"
"14.10.2018 03:00 - 14.10.2018 04:00","11366","11366"
"14.10.2018 04:00 - 14.10.2018 05:00","11398","11398"
"14.10.2018 05:00 - 14.10.2018 06:00","11504","11503"
"14.10.2018 06:00 - 14.10.2018 07:00","11729","11728"
"14.10.2018 07:00 - 14.10.2018 08:00","12233","12233"
"14.10.2018 08:00 - 14.10.2018 09:00","12560","12560"
"14.10.2018 09:00 - 14.10.2018 10:00","12822","12822"
"14.10.2018 10:00 - 14.10.2018 11:00","13382","13383"
"14.10.2018 11:00 - 14.10.2018 12:00","13405","13405"
"14.10.2018 12:00 - 14.10.2018 13:00","13173","13173"
"14.10.2018 13:00 - 14.10.2018 14:00","13096","13096"
"14.10.2018 14:00 - 14.10.2018 15:00","13240","13240"
"14.10.2018 15:00 - 14.10.2018 16:00","13356","13355"
"14.10.2018 16:00 - 14.10.2018 17:00","13451","13451"
"14.10.2018 17:00 - 14.10.2018 18:00","13659","13659"
"14.10.2018 18:00 - 14.10.2018 19:00","13943","13942"
"14.10.2018 19:00 - 14.10.2018 20:00","14037","14037"
"14.10.2018 20:00 - 14.10.2018 21:00","13790","13789"
"14.10.2018 21:00 - 14.10.2018 22:00","13671","13671"
"14.10.2018 22:00 - 14.10.2018 23:00","13199","13198"
"14.10.2018 23:00 - 15.10.2018 00:00","12613","12544"
"15.10.2018 00:00 - 15.10.2018 01:00","11993","11994"
"15.10.2018 01:00 - 15.10.2018 02:00","11744","11744"
"15.10.2018 02:00 - 15.10.2018 03:00","11996","11995"
"15.10.2018 03:00 - 15.10.2018 04:00","12048","12047"
"15.10.2018 04:00 - 15.10.2018 05:00","12129","12130"
"15.10.2018 05:00 - 15.10.2018 06:00","12638","12637"
"15.10.2018 06:00 - 15.10.2018 07:00","13784","13784"
"15.10.2018 07:00 - 15.10.2018 08:00","15073","15009"
"15.10.2018 08:00 - 15.10.2018 09:00","15478","15450"
"15.10.2018 09:00 - 15.10.2018 10:00","15359","15335"
"15.10.2018 10:00 - 15.10.2018 11:00","15351","15323"
"15.10.2018 11:00 - 15.10.2018 12:00","15274","15228"
"15.10.2018 12:00 - 15.10.2018 13:00","15178","15125"
"15.10.2018 13:00 - 15.10.2018 14:00","15088","15033"
"15.10.2018 14:00 - 15.10.2018 15:00","15130","15078"
"15.10.2018 15:00 - 15.10.2018 16:00","15201","15146"
"15.10.2018 16:00 - 15.10.2018 17:00","15347","15264"
"15.10.2018 17:00 - 15.10.2018 18:00","15553","15458"
"15.10.2018 18:00 - 15.10.2018 19:00","15624","15495"
"15.10.2018 19:00 - 15.10.2018 20:00","15825","15677"
"15.10.2018 20:00 - 15.10.2018 21:00","15675","15527"
"15.10.2018 21:00 - 15.10.2018 22:00","15229","15083"
"15.10.2018 22:00 - 15.10.2018 23:00","14684","14540"
"15.10.2018 23:00 - 16.10.2018 00:00","13810","13734"
"16.10.2018 00:00 - 16.10.2018 01:00","13302","13302"
"16.10.2018 01:00 - 16.10.2018 02:00","13062","13063"
"16.10.2018 02:00 - 16.10.2018 03:00","12990","12989"
"16.10.2018 03:00 - 16.10.2018 04:00","13037","13036"
"16.10.2018 04:00 - 16.10.2018 05:00","13277","13278"
"16.10.2018 05:00 - 16.10.2018 06:00","13633","13633"
"16.10.2018 06:00 - 16.10.2018 07:00","14805","14806"
"16.10.2018 07:00 - 16.10.2018 08:00","16390","16389"
"16.10.2018 08:00 - 16.10.2018 09:00","16524","16524"
"16.10.2018 09:00 - 16.10.2018 10:00","16392","16391"
"16.10.2018 10:00 - 16.10.2018 11:00","16285","16285"
"16.10.2018 11:00 - 16.10.2018 12:00","15902","15902"
"16.10.2018 12:00 - 16.10.2018 13:00","15656","15656"
"16.10.2018 13:00 - 16.10.2018 14:00","15664","15664"
"16.10.2018 14:00 - 16.10.2018 15:00","15435","15435"
"16.10.2018 15:00 - 16.10.2018 16:00","15801","15800"
"16.10.2018 16:00 - 16.10.2018 17:00","15780","15781"
"16.10.2018 17:00 - 16.10.2018 18:00","15672","15672"
"16.10.2018 18:00 - 16.10.2018 19:00","15908","15908"
"16.10.2018 19:00 - 16.10.2018 20:00","15981","15980"
"16.10.2018 20:00 - 16.10.2018 21:00","15647","15646"
"16.10.2018 21:00 - 16.10.2018 22:00","15304","15303"
"16.10.2018 22:00 - 16.10.2018 23:00","14681","14681"
"16.10.2018 23:00 - 17.10.2018 00:00","13716","13925"
"17.10.2018 00:00 - 17.10.2018 01:00","13454","13453"
"17.10.2018 01:00 - 17.10.2018 02:00","13153","13153"
"17.10.2018 02:00 - 17.10.2018 03:00","13078","13077"
"17.10.2018 03:00 - 17.10.2018 04:00","12961","12961"
"17.10.2018 04:00 - 17.10.2018 05:00","12945","12722"
"17.10.2018 05:00 - 17.10.2018 06:00","13218","12977"
"17.10.2018 06:00 - 17.10.2018 07:00","14428","14197"
"17.10.2018 07:00 - 17.10.2018 08:00","15688","15479"
"17.10.2018 08:00 - 17.10.2018 09:00","15820","15543"
"17.10.2018 09:00 - 17.10.2018 10:00","15560","15559"
"17.10.2018 10:00 - 17.10.2018 11:00","15390","15389"
"17.10.2018 11:00 - 17.10.2018 12:00","15231","15230"
"17.10.2018 12:00 - 17.10.2018 13:00","15072","15073"
"17.10.2018 13:00 - 17.10.2018 14:00","14831","14830"
"17.10.2018 14:00 - 17.10.2018 15:00","14995","14995"
"17.10.2018 15:00 - 17.10.2018 16:00","14885","14884"
"17.10.2018 16:00 - 17.10.2018 17:00","14889","14888"
"17.10.2018 17:00 - 17.10.2018 18:00","14828","14828"
"17.10.2018 18:00 - 17.10.2018 19:00","15233","15233"
"17.10.2018 19:00 - 17.10.2018 20:00","15237","15238"
"17.10.2018 20:00 - 17.10.2018 21:00","15129","15130"
"17.10.2018 21:00 - 17.10.2018 22:00","14724","14724"
"17.10.2018 22:00 - 17.10.2018 23:00","14242","14241"
"17.10.2018 23:00 - 18.10.2018 00:00","13625","13572"
"18.10.2018 00:00 - 18.10.2018 01:00","12978","12978"
"18.10.2018 01:00 - 18.10.2018 02:00","12762","12763"
"18.10.2018 02:00 - 18.10.2018 03:00","12653","12653"
"18.10.2018 03:00 - 18.10.2018 04:00","12677","12677"
"18.10.2018 04:00 - 18.10.2018 05:00","12854","12854"
"18.10.2018 05:00 - 18.10.2018 06:00","13418","13417"
"18.10.2018 06:00 - 18.10.2018 07:00","14681","14681"
"18.10.2018 07:00 - 18.10.2018 08:00","16144","16144"
"18.10.2018 08:00 - 18.10.2018 09:00","16296","16295"
"18.10.2018 09:00 - 18.10.2018 10:00","16096","16096"
"18.10.2018 10:00 - 18.10.2018 11:00","15935","15935"
"18.10.2018 11:00 - 18.10.2018 12:00","15538","15538"
"18.10.2018 12:00 - 18.10.2018 13:00","15298","15298"
"18.10.2018 13:00 - 18.10.2018 14:00","15076","15075"
"18.10.2018 14:00 - 18.10.2018 15:00","15117","15117"
